lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
LMCC-ARAN-HRHO-MTHA-ECAR,Interval 1,1,0.96,0.9,88.89,207.25,2
ARAN-CGAL-JRHO-KHOR-CWRI,Interval 1,1,3.6,2.23,-17.94,-27.78,-1
LMCC-CGAL-KHOR-MTHA-TREI,Interval 1,1,4.8,3.35,0.0,0.0,0
LMCC-ARAN-HRHO-MTHA-TREI,Interval 1,1,8.56,4.95,-8.08,-11.68,-1
LMCC-ARAN-CGAL-KHOR-TREI,Interval 1,1,1.5,1.3,0.0,0.0,0
LMCC-ARAN-DMOO-KHOR-MTHA,Interval 1,1,1.96,1.33,30.08,50.89,1
LMCC-LAMO-KHOR-MTHA-TREI,Interval 1,1,2.9,1.97,-20.3,-34.48,-1
PSAN-CGAL-LAMO-MTHA-TREI,Interval 1,1,3.8,1.78,-67.42,-78.95,-3
LMCC-ARAN-HRHO-MTHA-CWRI,Interval 1,1,1.46,1.57,0.0,0.0,0
PSAN-ARAN-CGAL-MTHA-TREI,Interval 1,1,2.96,1.77,-67.8,-101.18,-3
PSAN-ARAN-DMOO-KHOR-CWRI,Interval 1,1,2.33,1.08,0.0,0.0,0
LMCC-PSAN-DMOO-KHOR-CWRI,Interval 1,1,1.9,0.85,-94.12,-105.26,-2
LMCC-PSAN-DMOO-KHOR-ECAR,Interval 1,1,3.36,1.88,42.55,59.44,2
LMCC-CGAL-HRHO-TREI-ECAR,Interval 1,1,1.93,1.37,0.0,0.0,0
PSAN-ARAN-JRHO-DMOO-KHOR,Interval 1,1,6.36,4.47,26.85,47.13,3
